reference_day,entry_date,rank,ticker,company,market,signal_score,day_change_pct,market_median_change_pct,value_ratio_20,close_location_pct,lower_tail_recovery_pct,close_vs_open_pct,distance_from_60d_high_pct,entry_gap_pct,backfill_status,backfill_rows,date,signal_time,entry_time,entry_price,target_price,stop_price,exit_time,exit_price,exit_reason,gross_return_pct,net_return_pct,opening_high,opening_low,entry_vwap,note,source_path
2025-08-20,2025-08-21,1,032820,우리기술,KOSDAQ,64.1,-3.03,-1.08,2.3,91.1,6.5,6.5,-35.88,0.0,collected,381,20250821,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,3410.0,3255.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250821\032820.csv
2025-08-20,2025-08-21,2,201490,미투온,KOSDAQ,63.91,10.99,-1.08,1.68,100.0,22.31,14.39,-22.82,-1.101,collected,381,20250821,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,6660.0,6130.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250821\201490.csv
2025-08-21,2025-08-22,1,051600,한전KPS,KOSPI,72.3,7.69,0.17,2.48,91.1,8.47,7.14,-19.72,0.0,collected,381,20250822,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,53700.0,51400.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250822\051600.csv
2025-08-21,2025-08-22,2,018290,브이티,KOSDAQ,64.79,5.38,0.0,1.8,91.5,5.81,5.81,-14.05,-0.383,collected,381,20250822,093600,093700,39200.0,39905.6,38847.2,112000,39050.0,time_exit,-0.383,-0.983,39200.0,38750.0,39052.72,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250822\018290.csv
2025-08-22,2025-08-25,1,005940,NH투자증권,KOSPI,49.61,1.43,0.0,1.74,95.8,2.47,0.58,-18.64,0.0,collected,381,20250825,094000,094100,19390.0,19739.02,19215.49,112000,19440.0,time_exit,0.258,-0.342,19420.0,19160.0,19375.81,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250825\005940.csv
2025-08-25,2025-08-26,1,241560,두산밥캣,KOSPI,76.78,5.93,0.39,2.24,100.0,5.15,4.95,-22.6,-1.224,collected,381,20250826,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,56500.0,55400.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250826\241560.csv
2025-08-26,2025-08-27,1,021240,코웨이,KOSPI,58.32,2.06,-0.19,1.51,100.0,3.32,3.03,-5.14,0.46,collected,381,20250827,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,109300.0,106700.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250827\021240.csv
2025-09-03,2025-09-04,1,034230,파라다이스,KOSPI,68.42,8.37,0.14,1.94,93.8,7.65,7.65,-6.64,0.711,collected,381,20250904,091100,091200,21200.0,21581.6,21009.2,091700,21009.2,stop_loss,-0.9,-1.5,21250.0,20800.0,21021.01,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250904\034230.csv
2025-09-03,2025-09-04,2,032640,LG유플러스,KOSPI,50.61,3.53,0.14,1.78,90.2,2.64,1.98,-7.4,-0.347,collected,381,20250904,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,14480.0,14290.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250904\032640.csv
2025-09-04,2025-09-05,1,139480,이마트,KOSPI,69.35,4.32,0.39,1.67,97.3,4.89,4.32,-24.17,-0.259,collected,381,20250905,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,77400.0,76600.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250905\139480.csv
2025-09-04,2025-09-05,2,096770,SK이노베이션,KOSPI,66.43,4.93,0.39,2.14,100.0,3.2,2.8,-16.87,-0.846,collected,381,20250905,092200,092300,106100.0,108009.8,105145.1,112000,105700.0,time_exit,-0.377,-0.977,106500.0,105400.0,105924.22,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250905\096770.csv
2025-09-05,2025-09-08,1,267250,HD현대,KOSPI,69.71,4.86,0.0,2.3,91.4,5.39,5.24,-5.24,-0.829,skipped_existing,381,20250908,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,144000.0,142300.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250908\267250.csv
2025-09-08,2025-09-09,1,336570,원텍,KOSDAQ,71.35,10.93,0.14,2.32,92.4,10.93,10.82,-17.52,-0.904,skipped_existing,380,20250909,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,10980.0,10530.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250909\336570.csv
2025-09-09,2025-09-10,1,071050,한국금융지주,KOSPI,70.76,6.79,0.34,2.05,94.1,5.99,5.44,-13.72,0.0,collected,381,20250910,091600,091700,144400.0,146999.2,143100.4,093400,146999.2,target_hit,1.8,1.2,145000.0,141200.0,143595.74,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250910\071050.csv
2025-09-09,2025-09-10,2,000660,SK하이닉스,KOSPI,63.68,3.97,0.34,1.65,95.7,3.97,3.6,-6.04,0.0,collected,381,20250910,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,297000.0,293000.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250910\000660.csv
2025-09-10,2025-09-11,1,105560,KB금융,KOSPI,72.04,7.01,0.46,2.07,94.9,6.72,5.76,-7.11,-0.51,collected,381,20250911,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,117400.0,114900.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250911\105560.csv
2025-09-10,2025-09-11,2,016360,삼성증권,KOSPI,56.57,2.2,0.46,2.2,90.9,2.77,1.5,-8.28,0.404,collected,381,20250911,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,74600.0,74000.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250911\016360.csv
2025-09-11,2025-09-12,1,062040,산일전기,KOSPI,68.79,4.0,0.0,2.4,93.2,4.93,1.91,-11.15,0.512,collected,381,20250912,091800,091900,119200.0,121345.6,118127.2,092300,118127.2,stop_loss,-0.9,-1.5,119000.0,116500.0,118047.92,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250912\062040.csv
2025-09-11,2025-09-12,2,042700,한미반도체,KOSPI,67.09,3.09,0.0,2.07,100.0,4.53,1.12,-17.43,0.556,collected,381,20250912,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,93900.0,90000.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250912\042700.csv
2025-09-12,2025-09-15,1,021240,코웨이,KOSPI,62.69,0.3,0.18,1.66,94.3,5.26,1.73,-12.73,-1.598,collected,381,20250915,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,99000.0,98000.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250915\021240.csv
2025-09-12,2025-09-15,2,207940,삼성바이오로직스,KOSPI,38.4,0.19,0.18,1.51,92.3,1.17,0.1,-8.14,-0.578,collected,381,20250915,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,1526199.0,1517369.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250915\207940.csv
2025-09-15,2025-09-16,1,101490,에스앤에스텍,KOSDAQ,65.4,7.57,0.0,1.77,92.9,7.78,5.06,-6.41,0.37,skipped_existing,381,20250916,093200,093300,54200.0,55175.6,53712.2,094600,53712.2,stop_loss,-0.9,-1.5,54300.0,53000.0,53699.61,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250916\101490.csv
2025-09-15,2025-09-16,2,348370,엔켐,KOSDAQ,58.84,2.98,0.0,1.64,90.5,5.01,1.66,-10.96,0.0,collected,381,20250916,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,80500.0,78900.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250916\348370.csv
2025-09-16,2025-09-17,1,079550,LIG넥스원,KOSPI,66.1,9.49,-0.3,1.81,95.6,8.62,8.51,-16.62,-1.292,collected,381,20250917,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,535000.0,523000.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250917\079550.csv
2025-09-18,2025-09-19,1,005070,코스모신소재,KOSPI,70.4,2.85,0.33,1.85,100.0,4.76,2.5,-12.33,-0.554,skipped_existing,381,20250919,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,44900.0,43800.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250919\005070.csv
2025-09-19,2025-09-22,1,267270,HD현대건설기계,KOSPI,63.27,4.4,-0.47,1.82,92.5,5.05,4.29,-8.11,0.098,collected,381,20250922,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,102200.0,99500.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250922\267270.csv
2025-09-19,2025-09-22,2,055550,신한지주,KOSPI,57.37,1.16,-0.47,2.16,100.0,2.5,2.05,-5.03,0.0,collected,381,20250922,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,70600.0,69700.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250922\055550.csv
2025-09-24,2025-09-25,1,204620,글로벌텍스프리,KOSDAQ,62.75,7.3,-0.63,1.83,92.6,8.59,7.3,-19.28,-0.949,skipped_existing,381,20250925,093200,093300,6270.0,6382.86,6213.57,093500,6382.86,target_hit,1.8,1.2,6290.0,6160.0,6197.85,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250925\204620.csv
2025-09-24,2025-09-25,2,161580,필옵틱스,KOSDAQ,61.28,0.27,-0.63,1.5,96.4,5.62,3.16,-5.53,-1.862,skipped_existing,372,20250925,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,36900.0,36550.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250925\161580.csv
2025-09-25,2025-09-26,1,010950,S-Oil,KOSPI,51.45,2.34,-0.2,1.85,94.1,2.68,1.49,-5.12,-0.98,collected,381,20250926,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,61500.0,60400.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20250926\010950.csv
2025-10-01,2025-10-02,1,023160,태광,KOSDAQ,69.21,7.95,0.0,2.2,92.1,6.7,6.1,-13.78,0.0,skipped_existing,381,20251002,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,27850.0,27050.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251002\023160.csv
2025-10-01,2025-10-02,2,071970,HD현대마린엔진,KOSPI,62.6,6.63,0.0,1.52,92.3,7.28,5.87,-8.11,-0.679,collected,381,20251002,092800,092900,87300.0,88871.4,86514.3,093200,86514.3,stop_loss,-0.9,-1.5,87900.0,85500.0,86776.89,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251002\071970.csv
2025-10-10,2025-10-13,1,052690,한전기술,KOSPI,68.02,4.31,-0.72,2.04,100.0,4.55,4.55,-14.91,-1.897,skipped_existing,381,20251013,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,89100.0,87100.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251013\052690.csv
2025-10-10,2025-10-13,2,017800,현대엘리베이터,KOSPI,67.17,4.87,-0.72,1.83,100.0,5.81,5.41,-9.5,-1.343,collected,381,20251013,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,80800.0,79000.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251013\017800.csv
2025-10-14,2025-10-15,1,247540,에코프로비엠,KOSDAQ,72.52,5.01,-0.71,2.46,98.5,5.64,4.56,-12.89,0.0,collected,381,20251015,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,125500.0,122000.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251015\247540.csv
2025-10-14,2025-10-15,2,005490,POSCO홀딩스,KOSPI,60.57,2.02,-0.36,1.73,95.5,3.93,3.54,-18.71,0.18,collected,381,20251015,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,278500.0,275500.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251015\005490.csv
2025-10-15,2025-10-16,1,062040,산일전기,KOSPI,74.81,11.1,1.14,1.88,96.8,11.0,9.1,-8.12,-0.083,collected,380,20251016,093000,093100,121500.0,123687.0,120406.5,093300,120406.5,stop_loss,-0.9,-1.5,121100.0,118600.0,119743.84,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251016\062040.csv
2025-10-15,2025-10-16,2,015760,한국전력,KOSPI,74.25,4.38,1.14,2.15,91.8,6.06,5.35,-7.3,0.0,collected,381,20251016,091200,091300,40100.0,40821.8,39739.1,094100,39739.1,stop_loss,-0.9,-1.5,40200.0,39700.0,39957.31,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251016\015760.csv
2025-10-20,2025-10-21,1,025980,아난티,KOSDAQ,56.87,6.63,0.25,2.33,91.2,3.26,0.2,-10.41,-0.612,collected,381,20251021,093900,094000,9860.0,10037.48,9771.26,112000,9930.0,time_exit,0.71,0.11,9920.0,9740.0,9781.0,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251021\025980.csv
2025-10-21,2025-10-22,1,017960,한국카본,KOSPI,60.34,4.54,-0.15,1.51,90.2,5.29,4.54,-6.23,0.95,collected,381,20251022,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,37300.0,35900.0,0.0,opening_range_too_wide,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251022\017960.csv
2025-10-21,2025-10-22,2,009830,한화솔루션,KOSPI,51.06,1.53,-0.15,1.77,94.1,2.76,1.36,-25.31,-0.336,collected,381,20251022,,,0.0,0.0,0.0,,0.0,no_signal,0.0,0.0,29850.0,29350.0,0.0,no_vwap_reclaim_signal,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251022\009830.csv
2025-10-22,2025-10-23,1,000880,한화,KOSPI,75.62,5.84,0.6,2.1,98.7,8.59,4.68,-6.06,-2.081,skipped_existing,381,20251023,093600,093700,93900.0,95590.2,93054.9,104100,95590.2,target_hit,1.8,1.2,94800.0,92400.0,93253.77,,D:\Users\PC2310\Desktop\multi AI agent\programs\kr_daypilot\data\historical_intraday\minute_bars\20251023\000880.csv
